query_idx,y_true,positive_before,negative_before,total_before,positive_after,negative_after,total_after,lost_positive,lost_negative,lost_all
99,0,1305,2007,3312,707,668,1375,False,False,False
100,0,1305,2007,3312,240,510,750,False,False,False
101,1,1305,2007,3312,197,493,690,False,False,False
102,1,1305,2007,3312,204,487,691,False,False,False
103,0,1305,2007,3312,283,499,782,False,False,False
104,0,1305,2007,3312,607,1877,2484,False,False,False
105,1,1305,2007,3312,1305,471,1776,False,False,False
106,1,1305,2007,3312,223,502,725,False,False,False
107,1,1305,2007,3312,209,477,686,False,False,False
108,0,1305,2007,3312,1294,2007,3301,False,False,False
109,1,1305,2007,3312,783,527,1310,False,False,False
110,1,1305,2007,3312,211,435,646,False,False,False
111,0,1305,2007,3312,240,436,676,False,False,False
112,0,1305,2007,3312,498,921,1419,False,False,False
113,1,1305,2007,3312,335,602,937,False,False,False
114,0,1305,2007,3312,266,512,778,False,False,False
115,1,1305,2007,3312,211,503,714,False,False,False
116,1,1305,2007,3312,217,440,657,False,False,False
117,1,1305,2007,3312,217,455,672,False,False,False
118,0,1305,2007,3312,214,401,615,False,False,False
119,1,1305,2007,3312,201,524,725,False,False,False
120,0,1305,2007,3312,253,473,726,False,False,False
121,0,1305,2007,3312,253,624,877,False,False,False
122,1,1305,2007,3312,325,723,1048,False,False,False
123,0,1305,2007,3312,278,693,971,False,False,False
124,0,1305,2007,3312,603,2007,2610,False,False,False
125,0,1305,2007,3312,1287,1993,3280,False,False,False
126,0,1305,2007,3312,445,1624,2069,False,False,False
127,1,1305,2007,3312,279,490,769,False,False,False
128,0,1305,2007,3312,210,475,685,False,False,False
129,0,1305,2007,3312,253,430,683,False,False,False
130,1,1305,2007,3312,310,505,815,False,False,False
131,1,1305,2007,3312,698,523,1221,False,False,False
132,0,1305,2007,3312,249,437,686,False,False,False
133,0,1305,2007,3312,255,415,670,False,False,False
134,1,1305,2007,3312,394,600,994,False,False,False
135,0,1305,2007,3312,1294,2006,3300,False,False,False
136,0,1305,2007,3312,243,459,702,False,False,False
137,0,1305,2007,3312,256,497,753,False,False,False
138,0,1305,2007,3312,253,460,713,False,False,False
139,0,1305,2007,3312,227,450,677,False,False,False
140,0,1305,2007,3312,312,594,906,False,False,False
141,0,1305,2007,3312,263,426,689,False,False,False
142,0,1305,2007,3312,329,786,1115,False,False,False
143,0,1305,2007,3312,714,1945,2659,False,False,False
144,0,1305,2007,3312,235,2006,2241,False,False,False
145,1,1305,2007,3312,232,547,779,False,False,False
146,0,1305,2007,3312,217,436,653,False,False,False
147,0,1305,2007,3312,241,599,840,False,False,False
148,1,1305,2007,3312,241,628,869,False,False,False
149,1,1305,2007,3312,1304,402,1706,False,False,False
150,0,1305,2007,3312,452,601,1053,False,False,False
151,0,1305,2007,3312,219,413,632,False,False,False
152,1,1305,2007,3312,229,421,650,False,False,False
153,1,1305,2007,3312,213,461,674,False,False,False
154,0,1305,2007,3312,306,584,890,False,False,False
155,0,1305,2007,3312,288,680,968,False,False,False
156,0,1305,2007,3312,214,433,647,False,False,False
157,0,1305,2007,3312,651,827,1478,False,False,False
158,0,1305,2007,3312,328,764,1092,False,False,False
159,0,1305,2007,3312,427,914,1341,False,False,False
160,0,1305,2007,3312,263,455,718,False,False,False
161,0,1305,2007,3312,724,894,1618,False,False,False
162,0,1305,2007,3312,331,769,1100,False,False,False
163,1,1305,2007,3312,236,439,675,False,False,False
164,1,1305,2007,3312,231,488,719,False,False,False
165,0,1305,2007,3312,250,543,793,False,False,False
166,0,1305,2007,3312,1257,2002,3259,False,False,False
167,1,1305,2007,3312,217,540,757,False,False,False
168,0,1305,2007,3312,265,536,801,False,False,False
169,1,1305,2007,3312,217,444,661,False,False,False
170,0,1305,2007,3312,240,455,695,False,False,False
171,0,1305,2007,3312,453,1510,1963,False,False,False
172,0,1305,2007,3312,225,421,646,False,False,False
173,1,1305,2007,3312,215,432,647,False,False,False
174,0,1305,2007,3312,233,542,775,False,False,False
175,0,1305,2007,3312,225,458,683,False,False,False
176,0,1305,2007,3312,242,530,772,False,False,False
177,1,1305,2007,3312,254,482,736,False,False,False
178,0,1305,2007,3312,283,580,863,False,False,False
179,1,1305,2007,3312,1304,495,1799,False,False,False
180,0,1305,2007,3312,1301,2007,3308,False,False,False
181,0,1305,2007,3312,714,906,1620,False,False,False
182,1,1305,2007,3312,194,493,687,False,False,False
183,0,1305,2007,3312,948,925,1873,False,False,False
184,0,1305,2007,3312,232,549,781,False,False,False
185,1,1305,2007,3312,206,456,662,False,False,False
186,0,1305,2007,3312,228,547,775,False,False,False
187,0,1305,2007,3312,332,1199,1531,False,False,False
188,0,1305,2007,3312,311,564,875,False,False,False
189,0,1305,2007,3312,231,473,704,False,False,False
190,1,1305,2007,3312,208,492,700,False,False,False
191,0,1305,2007,3312,232,545,777,False,False,False
192,1,1305,2007,3312,601,1995,2596,False,False,False
193,0,1305,2007,3312,258,1145,1403,False,False,False
194,0,1305,2007,3312,230,519,749,False,False,False
195,0,1305,2007,3312,785,824,1609,False,False,False
196,0,1305,2007,3312,242,502,744,False,False,False
197,0,1305,2007,3312,338,892,1230,False,False,False
198,0,1305,2007,3312,1301,2006,3307,False,False,False
199,0,1305,2007,3312,259,404,663,False,False,False
200,1,1305,2007,3312,210,551,761,False,False,False
201,1,1305,2007,3312,220,423,643,False,False,False
202,0,1305,2007,3312,321,612,933,False,False,False
203,0,1305,2007,3312,265,842,1107,False,False,False
204,1,1305,2007,3312,226,452,678,False,False,False
205,0,1305,2007,3312,245,554,799,False,False,False
206,1,1305,2007,3312,236,612,848,False,False,False
207,0,1305,2007,3312,211,455,666,False,False,False
208,1,1305,2007,3312,238,575,813,False,False,False
209,0,1305,2007,3312,252,458,710,False,False,False
210,1,1305,2007,3312,250,564,814,False,False,False
211,1,1305,2007,3312,204,473,677,False,False,False
212,0,1305,2007,3312,332,897,1229,False,False,False
213,0,1305,2007,3312,234,536,770,False,False,False
214,1,1305,2007,3312,689,695,1384,False,False,False
215,1,1305,2007,3312,1304,436,1740,False,False,False
216,0,1305,2007,3312,456,629,1085,False,False,False
217,0,1305,2007,3312,338,665,1003,False,False,False
218,1,1305,2007,3312,239,559,798,False,False,False
219,0,1305,2007,3312,261,564,825,False,False,False
220,1,1305,2007,3312,280,762,1042,False,False,False
221,1,1305,2007,3312,204,459,663,False,False,False
222,0,1305,2007,3312,244,471,715,False,False,False
223,1,1305,2007,3312,210,405,615,False,False,False
224,0,1305,2007,3312,338,823,1161,False,False,False
225,0,1305,2007,3312,205,434,639,False,False,False
226,0,1305,2007,3312,711,1552,2263,False,False,False
227,0,1305,2007,3312,271,474,745,False,False,False
228,0,1305,2007,3312,260,546,806,False,False,False
229,0,1305,2007,3312,602,1121,1723,False,False,False
230,0,1305,2007,3312,435,1462,1897,False,False,False
231,1,1305,2007,3312,796,822,1618,False,False,False
232,0,1305,2007,3312,276,701,977,False,False,False
233,1,1305,2007,3312,194,462,656,False,False,False
234,1,1305,2007,3312,1304,471,1775,False,False,False
235,0,1305,2007,3312,288,488,776,False,False,False
236,1,1305,2007,3312,1305,465,1770,False,False,False
237,1,1305,2007,3312,233,510,743,False,False,False
238,1,1305,2007,3312,321,603,924,False,False,False
239,1,1305,2007,3312,1300,822,2122,False,False,False
240,1,1305,2007,3312,220,520,740,False,False,False
241,0,1305,2007,3312,233,543,776,False,False,False
242,0,1305,2007,3312,242,775,1017,False,False,False
243,0,1305,2007,3312,394,620,1014,False,False,False
244,0,1305,2007,3312,342,721,1063,False,False,False
245,0,1305,2007,3312,228,431,659,False,False,False
246,0,1305,2007,3312,236,664,900,False,False,False
247,0,1305,2007,3312,243,457,700,False,False,False
248,0,1305,2007,3312,261,440,701,False,False,False
249,0,1305,2007,3312,257,2007,2264,False,False,False
250,0,1305,2007,3312,443,711,1154,False,False,False
251,1,1305,2007,3312,230,470,700,False,False,False
252,1,1305,2007,3312,231,506,737,False,False,False
253,0,1305,2007,3312,573,1421,1994,False,False,False
254,1,1305,2007,3312,783,662,1445,False,False,False
255,0,1305,2007,3312,208,435,643,False,False,False
256,0,1305,2007,3312,223,402,625,False,False,False
257,0,1305,2007,3312,227,423,650,False,False,False
258,0,1305,2007,3312,405,1786,2191,False,False,False
259,0,1305,2007,3312,214,452,666,False,False,False
260,1,1305,2007,3312,219,695,914,False,False,False
261,0,1305,2007,3312,266,570,836,False,False,False
262,0,1305,2007,3312,246,459,705,False,False,False
263,1,1305,2007,3312,236,556,792,False,False,False
264,1,1305,2007,3312,230,549,779,False,False,False
265,0,1305,2007,3312,415,697,1112,False,False,False
266,0,1305,2007,3312,254,478,732,False,False,False
267,0,1305,2007,3312,360,2006,2366,False,False,False
268,1,1305,2007,3312,219,441,660,False,False,False
269,1,1305,2007,3312,286,680,966,False,False,False
270,0,1305,2007,3312,322,662,984,False,False,False
271,1,1305,2007,3312,238,470,708,False,False,False
272,0,1305,2007,3312,244,586,830,False,False,False
273,1,1305,2007,3312,203,467,670,False,False,False
274,0,1305,2007,3312,245,476,721,False,False,False
275,0,1305,2007,3312,241,463,704,False,False,False
276,0,1305,2007,3312,239,664,903,False,False,False
277,1,1305,2007,3312,226,524,750,False,False,False
278,0,1305,2007,3312,293,641,934,False,False,False
279,1,1305,2007,3312,279,460,739,False,False,False
280,1,1305,2007,3312,206,510,716,False,False,False
281,0,1305,2007,3312,288,540,828,False,False,False
282,1,1305,2007,3312,245,685,930,False,False,False
283,0,1305,2007,3312,259,507,766,False,False,False
284,1,1305,2007,3312,233,451,684,False,False,False
285,0,1305,2007,3312,563,1159,1722,False,False,False
286,0,1305,2007,3312,274,2006,2280,False,False,False
287,0,1305,2007,3312,298,566,864,False,False,False
288,1,1305,2007,3312,236,481,717,False,False,False
289,1,1305,2007,3312,244,466,710,False,False,False
290,1,1305,2007,3312,201,489,690,False,False,False
291,1,1305,2007,3312,220,458,678,False,False,False
292,0,1305,2007,3312,256,615,871,False,False,False
293,1,1305,2007,3312,200,506,706,False,False,False
294,1,1305,2007,3312,236,497,733,False,False,False
295,1,1305,2007,3312,205,420,625,False,False,False
296,0,1305,2007,3312,245,479,724,False,False,False
297,0,1305,2007,3312,211,464,675,False,False,False
298,0,1305,2007,3312,244,487,731,False,False,False
299,0,1305,2007,3312,379,1262,1641,False,False,False
300,1,1305,2007,3312,208,544,752,False,False,False
301,1,1305,2007,3312,220,587,807,False,False,False
302,0,1305,2007,3312,436,771,1207,False,False,False
303,0,1305,2007,3312,247,454,701,False,False,False
304,1,1305,2007,3312,207,507,714,False,False,False
305,0,1305,2007,3312,243,395,638,False,False,False
306,0,1305,2007,3312,223,462,685,False,False,False
307,0,1305,2007,3312,1294,2006,3300,False,False,False
308,1,1305,2007,3312,240,488,728,False,False,False
309,1,1305,2007,3312,218,508,726,False,False,False
310,0,1305,2007,3312,225,459,684,False,False,False
311,1,1305,2007,3312,225,544,769,False,False,False
312,0,1305,2007,3312,238,492,730,False,False,False
313,0,1305,2007,3312,356,1341,1697,False,False,False
314,0,1305,2007,3312,259,577,836,False,False,False
315,0,1305,2007,3312,222,540,762,False,False,False
316,0,1305,2007,3312,259,630,889,False,False,False
317,1,1305,2007,3312,1242,517,1759,False,False,False
318,1,1305,2007,3312,280,571,851,False,False,False
319,1,1305,2007,3312,210,471,681,False,False,False
320,0,1305,2007,3312,225,646,871,False,False,False
321,0,1305,2007,3312,272,613,885,False,False,False
322,1,1305,2007,3312,222,556,778,False,False,False
323,1,1305,2007,3312,266,513,779,False,False,False
324,1,1305,2007,3312,284,729,1013,False,False,False
325,0,1305,2007,3312,245,461,706,False,False,False
326,0,1305,2007,3312,1294,2007,3301,False,False,False
327,0,1305,2007,3312,506,2007,2513,False,False,False
328,0,1305,2007,3312,228,2007,2235,False,False,False
329,0,1305,2007,3312,256,805,1061,False,False,False
330,1,1305,2007,3312,209,457,666,False,False,False
331,0,1305,2007,3312,947,963,1910,False,False,False
332,1,1305,2007,3312,1304,434,1738,False,False,False
333,0,1305,2007,3312,1301,2007,3308,False,False,False
334,1,1305,2007,3312,221,518,739,False,False,False
335,0,1305,2007,3312,219,449,668,False,False,False
336,1,1305,2007,3312,217,475,692,False,False,False
337,1,1305,2007,3312,997,504,1501,False,False,False
338,1,1305,2007,3312,215,521,736,False,False,False
339,1,1305,2007,3312,203,457,660,False,False,False
340,1,1305,2007,3312,1304,456,1760,False,False,False
341,0,1305,2007,3312,903,1347,2250,False,False,False
342,0,1305,2007,3312,360,1397,1757,False,False,False
343,1,1305,2007,3312,204,458,662,False,False,False
344,0,1305,2007,3312,461,737,1198,False,False,False
345,1,1305,2007,3312,212,458,670,False,False,False
346,0,1305,2007,3312,243,473,716,False,False,False
347,0,1305,2007,3312,235,509,744,False,False,False
348,0,1305,2007,3312,257,835,1092,False,False,False
349,0,1305,2007,3312,245,423,668,False,False,False
350,0,1305,2007,3312,946,1649,2595,False,False,False
351,0,1305,2007,3312,1294,2007,3301,False,False,False
352,0,1305,2007,3312,413,1186,1599,False,False,False
353,0,1305,2007,3312,243,493,736,False,False,False
354,1,1305,2007,3312,225,488,713,False,False,False
355,1,1305,2007,3312,231,430,661,False,False,False
356,0,1305,2007,3312,665,1287,1952,False,False,False
357,0,1305,2007,3312,228,476,704,False,False,False
358,0,1305,2007,3312,221,658,879,False,False,False
359,0,1305,2007,3312,248,419,667,False,False,False
360,1,1305,2007,3312,1147,522,1669,False,False,False
361,0,1305,2007,3312,228,618,846,False,False,False
362,1,1305,2007,3312,240,690,930,False,False,False
363,1,1305,2007,3312,266,808,1074,False,False,False
364,0,1305,2007,3312,265,528,793,False,False,False
365,1,1305,2007,3312,212,504,716,False,False,False
366,1,1305,2007,3312,213,530,743,False,False,False
367,0,1305,2007,3312,324,483,807,False,False,False
